filename, T, r, c, g, a, t, avg, avg_ref, tp, tn, fp, fn, bacc, acc, precision, tp_rate/recall, fn_rate/miss rate, fp_rate/fall-out, tn_rate/specificity
2days_1sec_flow-based.tsv,-0.5,3,3,300,05,1,mean,mean,171604,155098,18297,1791,0.942074454281,0.942074454281,0.903649796473,0.989670982439,0.0103290175611,0.105522073878,0.894477926122
2days_1sec_flow-based.tsv,-0.5,4,4,300,05,1,mean,mean,171589,155350,18043,1804,0.942768739222,0.942768739222,0.904852556531,0.989595889107,0.0104041108926,0.104058410662,0.895941589338
2days_1sec_flow-based.tsv,-0.5,5,5,300,05,1,mean,mean,171576,155434,17957,1815,0.942984353282,0.942984353282,0.905256604391,0.989532328668,0.0104676713324,0.103563622103,0.896436377897
2days_1sec_flow-based.tsv,-1.0,1,1,300,05,1,mean,mean,166615,168798,4601,6784,0.967171090952,0.967171090952,0.973127511448,0.960876360302,0.039123639698,0.0265341783978,0.973465821602
2days_1sec_flow-based.tsv,-1.0,2,2,300,05,1,mean,mean,167108,169040,4357,6289,0.969301660352,0.969301660352,0.974589566384,0.963730629711,0.036269370289,0.0251273090077,0.974872690992
2days_1sec_flow-based.tsv,-1.0,3,3,300,05,1,mean,mean,167269,169099,4296,6126,0.969947230312,0.969947230312,0.974959927724,0.964670261542,0.0353297384584,0.024775800917,0.975224199083
2days_1sec_flow-based.tsv,-1.0,4,4,300,05,1,mean,mean,167334,169060,4333,6059,0.970033392351,0.970033392351,0.974759272312,0.96505625948,0.0349437405201,0.024989474777,0.975010525223
2days_1sec_flow-based.tsv,-1.0,5,5,300,05,1,mean,mean,167379,169119,4272,6012,0.970344481547,0.970344481547,0.975112291801,0.965326920082,0.0346730799176,0.0246379569874,0.975362043013
2days_1sec_flow-based.tsv,-1.5,1,1,300,05,1,mean,mean,138151,171950,1449,35248,0.894183357459,0.894183357459,0.98962034384,0.796723164493,0.203276835507,0.00835644957583,0.991643550424
2days_1sec_flow-based.tsv,-1.5,2,2,300,05,1,mean,mean,140160,171895,1502,33237,0.899828140049,0.899828140049,0.989397297793,0.808318483019,0.191681516981,0.00866220292162,0.991337797078
2days_1sec_flow-based.tsv,-1.5,3,3,300,05,1,mean,mean,140966,171872,1523,32429,0.902096369561,0.902096369561,0.989311455621,0.812976152715,0.187023847285,0.00878341359324,0.991216586407
2days_1sec_flow-based.tsv,-1.5,4,4,300,05,1,mean,mean,141299,171853,1540,32094,0.903012232328,0.903012232328,0.989218630766,0.814906022734,0.185093977266,0.00888155807905,0.991118441921
2days_1sec_flow-based.tsv,-1.5,5,5,300,05,1,mean,mean,141604,171893,1498,31787,0.904017509559,0.904017509559,0.989531942251,0.816674452538,0.183325547462,0.00863943341927,0.991360566581
2days_1sec_flow-based.tsv,-2.0,1,1,300,05,1,mean,mean,62331,172505,894,111068,0.677155000894,0.677155000894,0.985860023725,0.359465740864,0.640534259136,0.00515573907577,0.994844260924
2days_1sec_flow-based.tsv,-2.0,2,2,300,05,1,mean,mean,60706,172480,917,112691,0.672404943569,0.672404943569,0.985119192509,0.350098329268,0.649901670732,0.00528844212991,0.99471155787
2days_1sec_flow-based.tsv,-2.0,3,3,300,05,1,mean,mean,60037,172469,926,113358,0.670451858473,0.670451858473,0.984810458803,0.346244124686,0.653755875314,0.00534040773955,0.99465959226
2days_1sec_flow-based.tsv,-2.0,4,4,300,05,1,mean,mean,59672,172564,829,113721,0.669681013651,0.669681013651,0.986297747145,0.344143073827,0.655856926173,0.00478104652437,0.995218953476
2days_1sec_flow-based.tsv,-2.0,5,5,300,05,1,mean,mean,59351,172610,781,114040,0.668895732766,0.668895732766,0.987011907138,0.342295736226,0.657704263774,0.00450427069456,0.995495729305
2days_1sec_flow-based.tsv,-2.5,1,1,300,05,1,mean,mean,11395,172698,701,162004,0.530836394674,0.530836394674,0.942046957672,0.0657154885553,0.934284511445,0.00404269920818,0.995957300792
2days_1sec_flow-based.tsv,-2.5,2,2,300,05,1,mean,mean,10479,172684,713,162918,0.528160810164,0.528160810164,0.936293781272,0.0604335715151,0.939566428485,0.00411195118716,0.995888048813
2days_1sec_flow-based.tsv,-2.5,3,3,300,05,1,mean,mean,10209,172774,621,163186,0.527647856051,0.527647856051,0.942659279778,0.0588771302517,0.941122869748,0.00358141814931,0.996418581851
2days_1sec_flow-based.tsv,-2.5,4,4,300,05,1,mean,mean,10034,172836,557,163359,0.52732809283,0.52732809283,0.947408176754,0.0578685414059,0.942131458594,0.00321235574677,0.996787644253
2days_1sec_flow-based.tsv,-2.5,5,5,300,05,1,mean,mean,9977,172854,537,163414,0.527221712776,0.527221712776,0.948925242534,0.0575404721122,0.942459527888,0.00309704655951,0.99690295344
2days_1sec_flow-based.tsv,-3.0,1,1,300,05,1,mean,mean,1776,172777,622,171623,0.503327585511,0.503327585511,0.740617180984,0.0102422736002,0.9897577264,0.00358710257845,0.996412897422
2days_1sec_flow-based.tsv,-3.0,2,2,300,05,1,mean,mean,1733,172801,596,171664,0.503278603436,0.503278603436,0.744096178617,0.00999440590091,0.990005594099,0.00343719902882,0.996562800971
2days_1sec_flow-based.tsv,-3.0,3,3,300,05,1,mean,mean,1698,172939,456,171697,0.503581418149,0.503581418149,0.788300835655,0.00979266991551,0.990207330084,0.00262983361689,0.997370166383
2days_1sec_flow-based.tsv,-3.0,4,4,300,05,1,mean,mean,1679,172961,432,171714,0.503595877573,0.503595877573,0.795357650403,0.00968320520436,0.990316794796,0.00249145005854,0.997508549941
2days_1sec_flow-based.tsv,-3.0,5,5,300,05,1,mean,mean,1654,173014,377,171737,0.50368242873,0.50368242873,0.814377154111,0.00953913409577,0.990460865904,0.00217427663489,0.997825723365
2days_1sec_flow-based.tsv,-3.5,1,1,300,05,1,mean,mean,751,172871,528,172648,0.500643025623,0.500643025623,0.587177482408,0.00433105150549,0.995668948495,0.00304500025952,0.99695499974
