filename,T,r,c,g,a,t,avg,avg_ref,tp,tn,fp,fn,bacc,acc,precision,tp_rate/recall,fn_rate/missrate,fp_rate/fall-out,tn_rate/specificity,mcc
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.15,5,5,300,05,1,mean,mean,750,15758,19,15027,0.523166634975,0.523166634975,0.975292587776,0.0475375546682,0.952462445332,0.00120428471826,0.998795715282,0.15023967245409303,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.2,5,5,300,05,1,mean,mean,94,15777,0,15683,0.502979020093,0.502979020093,1.0,0.00595804018508,0.994041959815,0.0,1.0,0.05466188040800784,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.25,5,5,300,05,1,mean,mean,12,15777,0,15765,0.500380300437,0.500380300437,1.0,0.000760600874691,0.999239399125,0.0,1.0,0.019505002455558057,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.3,5,5,300,05,1,mean,mean,0,15777,0,15777,0.5,0.5,-1,0.0,1.0,0.0,1.0,0,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.05,1,1,5,1,1,mean,mean,15316,14999,1081,764,0.942630597015,0.942630597015,0.934073306093,0.952487562189,0.0475124378109,0.0672263681592,0.932773631841,0.8854332677220184,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.1,1,1,5,1,1,mean,mean,14177,15675,405,1903,0.928233830846,0.928233830846,0.972226032094,0.881654228856,0.118345771144,0.0251865671642,0.974813432836,0.8602085145988811,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.15,1,1,5,1,1,mean,mean,4912,15928,152,11168,0.648009950249,0.648009950249,0.969984202212,0.305472636816,0.694527363184,0.00945273631841,0.990547263682,0.40635678197615865,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.2,1,1,5,1,1,mean,mean,989,15983,97,15091,0.527736318408,0.527736318408,0.910681399632,0.0615049751244,0.938495024876,0.00603233830846,0.993967661692,0.15355054458176443,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.25,1,1,5,1,1,mean,mean,374,15999,81,15706,0.509110696517,0.509110696517,0.821978021978,0.0232587064677,0.976741293532,0.00503731343284,0.994962686567,0.07714326985467178,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.3,1,1,5,1,1,mean,mean,179,16025,55,15901,0.503855721393,0.503855721393,0.764957264957,0.011131840796,0.988868159204,0.00342039800995,0.99657960199,0.045367150459688095,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.05,1,1,10,1,1,mean,mean,15292,14863,1212,783,0.937947122862,0.937947122862,0.926563257392,0.951290824261,0.0487091757387,0.0753965785381,0.924603421462,0.876206326025892,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.1,1,1,10,1,1,mean,mean,13915,15680,395,2160,0.920528771384,0.920528771384,0.972396925227,0.865629860031,0.134370139969,0.0245723172628,0.975427682737,0.8461735574677859,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.15,1,1,10,1,1,mean,mean,5161,15926,149,10914,0.655894245723,0.655894245723,0.971939736347,0.321057542768,0.678942457232,0.00926905132193,0.990730948678,0.419829107821413,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.2,1,1,10,1,1,mean,mean,1096,15979,96,14979,0.531104199067,0.531104199067,0.919463087248,0.0681804043546,0.931819595645,0.00597200622084,0.994027993779,0.16461728108284407,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.25,1,1,10,1,1,mean,mean,389,16003,72,15686,0.509860031104,0.509860031104,0.843817787419,0.024199066874,0.975800933126,0.00447900466563,0.995520995334,0.08293818598080953,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.3,1,1,10,1,1,mean,mean,171,16022,53,15904,0.50367029549,0.50367029549,0.763392857143,0.0106376360809,0.989362363919,0.00329704510109,0.996702954899,0.044125104150770034,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.05,1,1,60,1,1,mean,mean,15163,14624,1401,862,0.929391575663,0.929391575663,0.915418980922,0.946209048362,0.0537909516381,0.0874258970359,0.912574102964,0.8592693386773207,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.1,1,1,60,1,1,mean,mean,13445,15589,436,2580,0.905897035881,0.905897035881,0.96859015921,0.839001560062,0.160998439938,0.0272074882995,0.9727925117,0.8191586547575559,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.15,1,1,60,1,1,mean,mean,5507,15866,159,10518,0.666864274571,0.666864274571,0.971937875044,0.343650546022,0.656349453978,0.00992199687988,0.99007800312,0.43740404437935354,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.2,1,1,60,1,1,mean,mean,1271,15926,99,14754,0.536567862715,0.536567862715,0.927737226277,0.0793135725429,0.920686427457,0.00617784711388,0.993822152886,0.18077553290856457,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.25,1,1,60,1,1,mean,mean,423,15945,80,15602,0.510702028081,0.510702028081,0.840954274354,0.0263962558502,0.97360374415,0.00499219968799,0.995007800312,0.0861055399832673,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.3,1,1,60,1,1,mean,mean,184,15964,61,15841,0.50383775351,0.50383775351,0.751020408163,0.0114820592824,0.988517940718,0.00380655226209,0.996193447738,0.044063031130516246,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.05,1,1,300,1,1,mean,mean,14716,13986,1799,1069,0.909154260374,0.909154260374,0.891068725401,0.932277478619,0.0677225213811,0.113968957871,0.886031042129,0.8191849985853185,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.1,1,1,300,1,1,mean,mean,12403,15311,474,3382,0.877858726639,0.877858726639,0.963190184049,0.785745961356,0.214254038644,0.0300285080773,0.969971491923,0.7688775630433123,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.15,1,1,300,1,1,mean,mean,6207,15618,167,9578,0.691320874248,0.691320874248,0.973799811735,0.393221412734,0.606778587266,0.0105796642382,0.989420335762,0.4766121498264148,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.2,1,1,300,1,1,mean,mean,1703,15687,98,14082,0.550839404498,0.550839404498,0.945585785675,0.107887234717,0.892112765283,0.00620842572062,0.993791574279,0.21919773251776595,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.25,1,1,300,1,1,mean,mean,482,15705,80,15303,0.512733607856,0.512733607856,0.857651245552,0.0305353183402,0.96946468166,0.00506810262908,0.994931897371,0.09629883155151887,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.3,1,1,300,1,1,mean,mean,196,15731,54,15589,0.504497941083,0.504497941083,0.784,0.0124168514412,0.987583148559,0.00342096927463,0.996579030725,0.05074665998232229,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.05,2,2,5,1,1,mean,mean,15500,15049,1029,578,0.950024878716,0.950024878716,0.937745780144,0.964050255007,0.0359497449932,0.0640004975743,0.935999502426,0.9004040662355932,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.1,2,2,5,1,1,mean,mean,13947,15820,258,2131,0.925705933574,0.925705933574,0.981837381204,0.867458639134,0.132541360866,0.0160467719866,0.983953228013,0.8572485930438272,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.15,2,2,5,1,1,mean,mean,4905,15944,134,11173,0.648370444085,0.648370444085,0.973407422108,0.305075258117,0.694924741883,0.00833436994651,0.991665630053,0.4081468197187409,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.2,2,2,5,1,1,mean,mean,889,16018,60,15189,0.525780569723,0.525780569723,0.936775553214,0.0552929468839,0.944707053116,0.00373180743874,0.996268192561,0.1523334976679961,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.25,2,2,5,1,1,mean,mean,284,16064,14,15794,0.508396566737,0.508396566737,0.953020134228,0.0176638885434,0.982336111457,0.000870755069038,0.999129244931,0.08762870187919168,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.3,2,2,5,1,1,mean,mean,139,16074,4,15939,0.504198283369,0.504198283369,0.972027972028,0.00864535389974,0.9913546461,0.000248787162582,0.999751212837,0.06309610673029223,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.05,2,2,10,1,1,mean,mean,15432,14946,1127,641,0.945000933242,0.945000933242,0.931940334561,0.960119454987,0.0398805450134,0.0701175885025,0.929882411498,0.8904090005997947,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.1,2,2,10,1,1,mean,mean,13725,15823,250,2348,0.919181235613,0.919181235613,0.982110912343,0.853916505942,0.146083494058,0.0155540347166,0.984445965283,0.845597034796443,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.15,2,2,10,1,1,mean,mean,5197,15957,116,10876,0.65806010079,0.65806010079,0.978166760775,0.323337273689,0.676662726311,0.0072170721085,0.992782927891,0.42554419608094607,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.2,2,2,10,1,1,mean,mean,1036,16018,55,15037,0.530517016114,0.530517016114,0.949587534372,0.0644559198656,0.935544080134,0.00342188763765,0.996578112362,0.16853529489911295,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.25,2,2,10,1,1,mean,mean,279,16063,10,15794,0.508368070678,0.508368070678,0.965397923875,0.0173583027437,0.982641697256,0.000622161388664,0.999377838611,0.088654527778878,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.3,2,2,10,1,1,mean,mean,122,16070,3,15951,0.503701860263,0.503701860263,0.976,0.0075903689417,0.992409631058,0.000186648416599,0.999813351583,0.05948048616643988,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.05,2,2,60,1,1,mean,mean,15348,14697,1326,675,0.937558509642,0.937558509642,0.920474991004,0.95787305748,0.0421269425201,0.0827560381951,0.917243961805,0.8758402028174945,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.1,2,2,60,1,1,mean,mean,13351,15714,309,2672,0.906977469887,0.906977469887,0.97737920937,0.833239717906,0.166760282094,0.0192847781314,0.980715221869,0.8229533516113974,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.15,2,2,60,1,1,mean,mean,5459,15886,137,10564,0.666073768957,0.666073768957,0.975518227305,0.340697746989,0.659302253011,0.00855020907446,0.991449790926,0.4374447201991613,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.2,2,2,60,1,1,mean,mean,1190,15966,57,14833,0.535355426574,0.535355426574,0.954290296712,0.0742682394059,0.925731760594,0.00355738625726,0.996442613743,0.18282196614705476,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.25,2,2,60,1,1,mean,mean,324,16008,15,15699,0.509642389066,0.509642389066,0.955752212389,0.0202209324097,0.97977906759,0.000936154278225,0.999063845722,0.09424993383867294,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.3,2,2,60,1,1,mean,mean,150,16015,8,15873,0.50443113025,0.50443113025,0.949367088608,0.00936154278225,0.990638457218,0.00049928228172,0.999500717718,0.0632624723102268,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.05,2,2,300,1,1,mean,mean,14858,14020,1763,925,0.914845086485,0.914845086485,0.893929366464,0.941392637648,0.0586073623519,0.111702464677,0.888297535323,0.8308621370475345,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.1,2,2,300,1,1,mean,mean,12378,15449,334,3405,0.881549768739,0.881549768739,0.973725613593,0.784261547234,0.215738452766,0.0211620097573,0.978837990243,0.7779685727949838,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.15,2,2,300,1,1,mean,mean,6196,15651,132,9587,0.692105429893,0.692105429893,0.979140328698,0.392574288792,0.607425711208,0.00836342900589,0.991636570994,0.47984225500064986,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.2,2,2,300,1,1,mean,mean,1632,15727,56,14151,0.549927136793,0.549927136793,0.96682464455,0.103402394982,0.896597605018,0.00354812139644,0.996451878604,0.22191886908843259,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.25,2,2,300,1,1,mean,mean,382,15768,15,15401,0.511626433504,0.511626433504,0.962216624685,0.0242032566686,0.975796743331,0.00095038965976,0.99904961034,0.10433004060054808,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.3,2,2,300,1,1,mean,mean,139,15780,3,15644,0.504308433124,0.504308433124,0.978873239437,0.00880694418045,0.99119305582,0.000190077931952,0.999809922068,0.06438193171674567,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.05,3,3,5,1,1,mean,mean,15645,15208,868,431,0.959598158746,0.959598158746,0.947435353964,0.973189848221,0.026810151779,0.053993530729,0.946006469271,0.9195361194894021,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.1,3,3,5,1,1,mean,mean,13924,15847,229,2152,0.925945508833,0.925945508833,0.983819684872,0.86613585469,0.13386414531,0.0142448370241,0.985755162976,0.8580519740100869,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.15,3,3,5,1,1,mean,mean,4931,16016,60,11145,0.651499129137,0.651499129137,0.98797836105,0.306730529983,0.693269470017,0.00373227170938,0.996267728291,0.4183612643882302,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.2,3,3,5,1,1,mean,mean,799,16064,12,15277,0.524477481961,0.524477481961,0.985203452528,0.0497014182632,0.950298581737,0.000746454341876,0.999253545658,0.15610178908291075,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.25,3,3,5,1,1,mean,mean,236,16072,4,15840,0.507215725305,0.507215725305,0.983333333333,0.0146802687236,0.985319731276,0.000248818113959,0.999751181886,0.08383113620054417,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.3,3,3,5,1,1,mean,mean,51,16074,2,16025,0.501524010948,0.501524010948,0.962264150943,0.00317243095297,0.996827569047,0.000124409056979,0.999875590943,0.037567508543095374,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.05,3,3,10,1,1,mean,mean,15613,15102,969,458,0.955603260531,0.955603260531,0.941563140755,0.971501462261,0.0284985377388,0.0602949411984,0.939705058802,0.9116674906587394,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.1,3,3,10,1,1,mean,mean,13732,15863,208,2339,0.920757886877,0.920757886877,0.985078909613,0.854458341111,0.145541658889,0.0129425673574,0.987057432643,0.849012765466956,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.15,3,3,10,1,1,mean,mean,5170,16030,41,10901,0.659573144173,0.659573144173,0.992132028401,0.321697467488,0.678302532512,0.00255117914255,0.997448820857,0.432958153309165,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.2,3,3,10,1,1,mean,mean,898,16059,12,15173,0.527565179516,0.527565179516,0.986813186813,0.0558770456101,0.94412295439,0.000746686578309,0.999253313422,0.16619315316706304,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.25,3,3,10,1,1,mean,mean,218,16069,2,15853,0.506720179205,0.506720179205,0.990909090909,0.0135648061726,0.986435193827,0.000124447763051,0.999875552237,0.08150746086142614,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.3,3,3,10,1,1,mean,mean,39,16070,1,16032,0.501182253749,0.501182253749,0.975,0.0024267313795,0.99757326862,6.22238815258e-05,0.999937776118,0.033534169544957644,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.05,3,3,60,1,1,mean,mean,15472,14877,1144,549,0.947163098433,0.947163098433,0.931150698122,0.965732476125,0.0342675238749,0.0714062792585,0.928593720742,0.8949436019405053,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.1,3,3,60,1,1,mean,mean,13361,15737,284,2660,0.908120591723,0.908120591723,0.979186515207,0.833967917109,0.166032082891,0.0177267336621,0.982273266338,0.8253684229345554,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.15,3,3,60,1,1,mean,mean,5429,15961,60,10592,0.66756132576,0.66756132576,0.989069047185,0.338867736096,0.661132263904,0.00374508457649,0.996254915424,0.4447234097551594,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.2,3,3,60,1,1,mean,mean,1080,16000,21,14941,0.533050371388,0.533050371388,0.980926430518,0.0674115223769,0.932588477623,0.00131077960177,0.998689220398,0.18144087337627182,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.25,3,3,60,1,1,mean,mean,285,16016,5,15736,0.508738530678,0.508738530678,0.98275862069,0.0177891517383,0.982210848262,0.000312090381374,0.999687909619,0.09227275539304441,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.3,3,3,60,1,1,mean,mean,58,16019,2,15963,0.501747706136,0.501747706136,0.966666666667,0.00362024842394,0.996379751576,0.00012483615255,0.999875163847,0.040425890224224756,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.05,3,3,300,1,1,mean,mean,14969,14133,1648,812,0.922058171219,0.922058171219,0.900824456882,0.948545719536,0.0514542804638,0.104429377099,0.895570622901,0.8453032888058873,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.1,3,3,300,1,1,mean,mean,12452,15484,297,3329,0.885115011723,0.885115011723,0.97670405522,0.789050123566,0.210949876434,0.0188201001204,0.98117989988,0.7848521907835241,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.15,3,3,300,1,1,mean,mean,6158,15704,77,9623,0.692668398707,0.692668398707,0.987650360866,0.390216082631,0.609783917369,0.0048792852164,0.995120714784,0.4839103369757415,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.2,3,3,300,1,1,mean,mean,1544,15764,17,14237,0.548380964451,0.548380964451,0.989109545163,0.0978391736899,0.90216082631,0.00107724478804,0.998922755212,0.22313603931509665,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.25,3,3,300,1,1,mean,mean,311,15777,4,15470,0.509726886763,0.509726886763,0.987301587302,0.019707242887,0.980292757113,0.000253469361891,0.999746530638,0.09785407925938011,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.3,3,3,300,1,1,mean,mean,71,15777,4,15710,0.502122805906,0.502122805906,0.946666666667,0.00449908117356,0.995500918826,0.000253469361891,0.999746530638,0.04359920084727857,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.05,4,4,5,1,1,mean,mean,15734,15303,771,340,0.965441084982,0.965441084982,0.953286882763,0.978847828792,0.0211521712082,0.0479656588279,0.952034341172,0.9312169854886077,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.1,4,4,5,1,1,mean,mean,14008,15916,158,2066,0.930819957696,0.930819957696,0.988846533955,0.871469453776,0.128530546224,0.00982953838497,0.990170461615,0.867775047467656,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.15,4,4,5,1,1,mean,mean,4915,16049,25,11159,0.652108995894,0.652108995894,0.994939271255,0.305773298494,0.694226701506,0.00155530670648,0.998444693294,0.4217907732140578,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.2,4,4,5,1,1,mean,mean,712,16069,5,15362,0.52199203683,0.52199203683,0.993026499303,0.0442951350006,0.955704864999,0.000311061341297,0.999688938659,0.14892950178092376,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.25,4,4,5,1,1,mean,mean,143,16074,0,15931,0.504448177181,0.504448177181,1.0,0.00889635436108,0.991103645639,0.0,1.0,0.06684348784209122,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.3,4,4,5,1,1,mean,mean,27,16074,0,16047,0.500839865622,0.500839865622,1.0,0.001679731243,0.998320268757,0.0,1.0,0.028992612657025282,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.05,4,4,10,1,1,mean,mean,15696,15194,875,373,0.961167465306,0.961167465306,0.947196910265,0.97678760346,0.0232123965399,0.0544526728483,0.945547327152,0.9227853389530253,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.1,4,4,10,1,1,mean,mean,13823,15919,150,2246,0.925446511917,0.925446511917,0.989265011093,0.860227767752,0.139772232248,0.00933474391686,0.990665256083,0.8582252407763066,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.15,4,4,10,1,1,mean,mean,5143,16050,19,10926,0.6594374261,0.6594374261,0.996319256102,0.320057253096,0.679942746904,0.00118240089614,0.998817599104,0.4342215212284307,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.2,4,4,10,1,1,mean,mean,800,16067,2,15269,0.524830418819,0.524830418819,0.997506234414,0.0497853008899,0.95021469911,0.000124463252225,0.999875536748,0.15918198935622768,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.25,4,4,10,1,1,mean,mean,134,16069,0,15935,0.50416951895,0.50416951895,1.0,0.00833903789906,0.991660962101,0.0,1.0,0.06470685147587936,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.3,4,4,10,1,1,mean,mean,16,16069,0,16053,0.500497853009,0.500497853009,1.0,0.000995706017798,0.999004293982,0.0,1.0,0.022318176224228485,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.05,4,4,60,1,1,mean,mean,15549,14958,1061,470,0.952212997066,0.952212997066,0.93612281758,0.970659841438,0.0293401585617,0.0662338473063,0.933766152694,0.9050421503408911,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.1,4,4,60,1,1,mean,mean,13461,15813,206,2558,0.913727448655,0.913727448655,0.984927196898,0.840314626381,0.159685373619,0.0128597290717,0.987140270928,0.8365207848920992,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.15,4,4,60,1,1,mean,mean,5423,15982,37,10596,0.668112865972,0.668112865972,0.993223443223,0.338535489107,0.661464510893,0.00230975716337,0.997690242837,0.44710433344767975,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.2,4,4,60,1,1,mean,mean,995,16012,7,15024,0.530838379424,0.530838379424,0.993013972056,0.0621137399338,0.937886260066,0.000436981084962,0.999563018915,0.17717001103562444,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.25,4,4,60,1,1,mean,mean,193,16019,0,15826,0.506024096386,0.506024096386,1.0,0.0120481927711,0.987951807229,0.0,1.0,0.0778498944161523,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.3,4,4,60,1,1,mean,mean,33,16019,0,15986,0.501030026843,0.501030026843,1.0,0.00206005368625,0.997939946314,0.0,1.0,0.03211057290614057,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.05,4,4,300,1,1,mean,mean,15047,14213,1566,732,0.927181697192,0.927181697192,0.905736471438,0.953609227454,0.0463907725458,0.0992458330693,0.900754166931,0.8555593000013582,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.1,4,4,300,1,1,mean,mean,12525,15551,228,3254,0.889663476773,0.889663476773,0.982121853681,0.793776538437,0.206223461563,0.0144495848913,0.985550415109,0.7940654941568117,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.15,4,4,300,1,1,mean,mean,6060,15740,39,9719,0.6907915584,0.6907915584,0.9936055091,0.384054756322,0.615945243678,0.00247163952088,0.997528360479,0.48319078143240707,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.2,4,4,300,1,1,mean,mean,1459,15773,6,14320,0.546042207998,0.546042207998,0.99590443686,0.0924646682299,0.90753533177,0.000380252233982,0.999619747766,0.2188336274403441,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.25,4,4,300,1,1,mean,mean,248,15779,0,15531,0.507858546169,0.507858546169,1.0,0.0157170923379,0.984282907662,0.0,1.0,0.08899883189799696,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.3,4,4,300,1,1,mean,mean,40,15779,0,15739,0.501267507447,0.501267507447,1.0,0.00253501489321,0.997464985107,0.0,1.0,0.035624655235717693,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.05,5,5,5,1,1,mean,mean,15821,15365,707,251,0.970196615231,0.970196615231,0.95722410455,0.984382777501,0.0156172224988,0.0439895470383,0.956010452962,0.9407719621432877,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.1,5,5,5,1,1,mean,mean,14084,15969,103,1988,0.934948979592,0.934948979592,0.992739832241,0.876306620209,0.123693379791,0.00640866102539,0.993591338975,0.875943430935003,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.15,5,5,5,1,1,mean,mean,4877,16062,10,11195,0.651412394226,0.651412394226,0.99795375486,0.303446988552,0.696553011448,0.000622200099552,0.9993777999,0.4216976197250467,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.2,5,5,5,1,1,mean,mean,663,16071,1,15409,0.520594823295,0.520594823295,0.998493975904,0.0412518666003,0.9587481334,6.22200099551e-05,0.99993777999,0.1447960077689707,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.25,5,5,5,1,1,mean,mean,100,16072,0,15972,0.503111000498,0.503111000498,1.0,0.00622200099552,0.993777999004,0.0,1.0,0.05586330660720416,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.3,5,5,5,1,1,mean,mean,10,16072,0,16062,0.50031110005,0.50031110005,1.0,0.000622200099552,0.9993777999,0.0,1.0,0.017640772747689357,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.05,5,5,10,1,1,mean,mean,15792,15291,776,275,0.967293209684,0.967293209684,0.953162723322,0.982884172528,0.0171158274725,0.0482977531586,0.951702246841,0.9350411059929187,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.1,5,5,10,1,1,mean,mean,13959,15976,91,2108,0.931567809796,0.931567809796,0.993523131673,0.868799402502,0.131200597498,0.00566378290907,0.994336217091,0.8700183681125965,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.15,5,5,10,1,1,mean,mean,5024,16060,7,11043,0.656127466235,0.656127466235,0.998608626516,0.312690608079,0.687309391921,0.00043567560839,0.999564324392,0.4296435138538695,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.2,5,5,10,1,1,mean,mean,709,16067,0,15358,0.522063857596,0.522063857596,1.0,0.0441277151926,0.955872284807,0.0,1.0,0.1502053751817572,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.25,5,5,10,1,1,mean,mean,97,16067,0,15970,0.503018609572,0.503018609572,1.0,0.00603721914483,0.993962780855,0.0,1.0,0.0550249867335553,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.3,5,5,10,1,1,mean,mean,6,16067,0,16061,0.500186718118,0.500186718118,1.0,0.000373436235763,0.999626563764,0.0,1.0,0.013665759695231318,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.05,5,5,60,1,1,mean,mean,15638,15034,983,379,0.957482674658,0.957482674658,0.940857950785,0.976337641256,0.0236623587438,0.0613722919398,0.93862770806,0.9156166022124028,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.1,5,5,60,1,1,mean,mean,13582,15877,140,2435,0.919616657302,0.919616657302,0.989797405626,0.847974027596,0.152025972404,0.00874071299245,0.991259287008,0.8479832888648512,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.15,5,5,60,1,1,mean,mean,5387,15995,22,10630,0.667478304302,0.667478304302,0.995932704751,0.336330149216,0.663669850784,0.0013735406131,0.998626459387,0.4470606316120306,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.2,5,5,60,1,1,mean,mean,917,16017,0,15100,0.52862583505,0.52862583505,1.0,0.0572516701005,0.942748329899,0.0,1.0,0.17166660088506952,
optimum_mawi_udp_tcp_count_flow-based_l10.tsv,0.25,5,5,60,1,1,mean,mean,133,16017,0,15884,0.504151838671,0.504151838671,1.0,0.00830367734282,0.991696322657,0.0,1.0,0.06456894224440299,
